isi_berita,hasil_preprocessing,kategori
"Ketua UmumKomite Olahraga Nasional Indonesia (KONI)Pusat Letjen TNI PurnMarciano Normanresmi menutup program Sport Diplomacy antara Indonesia dan Timor Leste. Kegiatan ini berlangsung pada 11-14 September 2026. Program tersebut diinisiasi KONI Pusat melalui kerja sama dengan Confederacao Do Desporto De Timor Leste (CDTL). Di Indonesia, KONI Pusat menggandeng Universitas Pendidikan Mandalika (UNDIKMA) sebagai tuan rumah International Student Inbound Mobility Program (ISIMP), dengan peserta yang berasal dari Universidade Nacional Timor Lorosa'e (UNTL). Marciano menilai olahraga dapat menjadi sarana untuk mempererat hubungan kedua negara sekaligus mendorong peningkatan prestasi atlet. SCROLL TO CONTINUE WITH CONTENT ""Alangkah indahnya, kita negara yang bertetangga membangun suatu kehidupan yang penuh keakraban, kita saling mengisi kekurangan dan mendukung pada hal positif,"" ujar Marciano, yang dikutip dari situs KONI.  Ia juga mengenang pengalamannya saat bertugas di Ainaro, Timor Leste, yang membuatnya memiliki kedekatan dengan masyarakat setempat. ""Hati saya ini bersama mereka. Saudara-saudara juga adalah saudara saya juga, saya ingin kita bangkit bersama. Saya ingin Timor Leste dihormati negara lain,"" katanya. Dalam kesempatan tersebut, Marciano juga menyerahkan secara simbolis perlengkapan Petanque kepada delegasi Timor Leste. UNDIKMA menyediakan bola, sementara KONI Pusat melengkapi peralatan berupa bola kecil, circle, dan tas, termasuk membantu pengirimannya ke Timor Leste. Perlengkapan tersebut diharapkan dapat dimanfaatkan untuk melanjutkan pengembangan olahraga Petanque di Timor Leste setelah para delegasi kembali ke negaranya. ""Selamat jalan, saudara-saudaraku, sampaikan salam untuk CDTL, UNTL dan masyarakat Timor Leste,"" tutup Marciano.","['ketua', 'umumkomite', 'olahraga', 'nasional', 'indonesia', 'konipusat', 'letjen', 'tni', 'purnmarciano', 'normanresmi', 'tutup', 'program', 'sport', 'diplomacy', 'indonesia', 'timor', 'leste', 'giat', 'september', 'program', 'inisiasi', 'koni', 'pusat', 'kerja', 'confederacao', 'do', 'desporto', 'de', 'timor', 'leste', 'cdtl', 'indonesia', 'koni', 'pusat', 'gandeng', 'universitas', 'didik', 'mandalika', 'undikma', 'tuan', 'rumah', 'international', 'student', 'inbound', 'mobility', 'program', 'isimp', 'serta', 'asal', 'universidade', 'nacional', 'timor', 'lorosae', 'untl', 'marciano', 'nilai', 'olahraga', 'sarana', 'erat', 'hubung', 'negara', 'dorong', 'tingkat', 'prestasi', 'atlet', 'scroll', 'to', 'continue', 'with', 'content', 'alangkah', 'indah', 'negara', 'tetangga', 'bangun', 'hidup', 'penuh', 'akrab', 'isi', 'kurang', 'dukung', 'positif', 'marciano', 'kutip', 'situs', 'koni', 'kenang', 'alam', 'tugas', 'ainaro', 'timor', 'leste', 'buat', 'milik', 'dekat', 'masyarakat', 'hati', 'saudarasaudara', 'saudara', 'bangkit', 'timor', 'leste', 'hormat', 'negara', 'sempat', 'marciano', 'serah', 'simbolis', 'lengkap', 'petanque', 'delegasi', 'timor', 'leste', 'undikma', 'sedia', 'bola', 'koni', 'pusat', 'lengkap', 'alat', 'bola', 'circle', 'tas', 'bantu', 'kirim', 'timor', 'leste', 'lengkap', 'harap', 'manfaat', 'lanjut', 'kembang', 'olahraga', 'petanque', 'timor', 'leste', 'delegasi', 'negara', 'selamat', 'jalan', 'saudarasaudaraku', 'salam', 'cdtl', 'untl', 'masyarakat', 'timor', 'leste', 'tutup', 'marciano']",Sport
"Pengurus Pusat Kickboxing Indonesia (PP KBI)periode 2026-2030 di bawah kepemimpinan Ngatino resmi dilantik di Gedung KONI Pusat, Senayan, Jakarta, Rabu (16/9/2026). Pelantikan tersebut menjadi momentum baru bagi kickboxing Indonesia. PP KBI menargetkan terbentuknya ekosistem pembinaan yang terintegrasi antara atlet amatir dan profesional untuk meningkatkan prestasi Merah Putih di kancah internasional. Ngatino yang kembali dipercaya memimpin KBI untuk periode ketiga menyebut amanah tersebut sebagai dorongan untuk melakukan evaluasi dan pembenahan organisasi. ""Kepercayaan yang diberikan kepada saya untuk kembali memimpin Kickboxing Indonesia untuk periode ketiga merupakan sebuah kehormatan sekaligus amanah yang sangat besar. Apa yang telah kita lalui selama ini harus menjadi bahan evaluasi untuk melakukan perbaikan dan pembenahan ke depan,"" ujar Ngatino dalam keterangan persnya. SCROLL TO CONTINUE WITH CONTENT Sebagai langkah awal, PP KBI akan menggelar Kejuaraan Nasional (Kejurnas) pada awal November 2026 sebagai pengganti PON Bela Diri di Solo yang ditunda. Dalam ajang tersebut, KBI juga menyiapkan Gala Night untuk menyaring 10 atlet terbaik. Sepuluh atlet terpilih akan diarahkan ke jalur profesional. KBI juga berencana kembali menjaring 10 atlet pada 2027 untuk melengkapi pembinaan bersama atlet hasil seleksi 2026. ""Harus ada ekosistem dalam pembinaan antara amatir dan pro harus seiring. Kita sudah siapkan nanti 10 besar amatir hasil kejurnas itu langsung menjadi pro. Ke depannya 2027 kita sudah siapkan untuk pro. Dan kemudian 2027 juga memulai lagi untuk mencari 10 lagi untuk bersama-sama dengan 10 yang ada di 2026 itu untuk kita siapkan menjadi atlet profesional,"" Ngatino menjelaskan.  Selain pembinaan prestasi, KBI mengembangkan KBI Pro sebagai wadah pertandingan profesional sekaligus membuka peluang bagi atlet mendapatkan penghasilan dari prestasi mereka. KBI juga tengah menyiapkan kerja sama dengan platform streaming Vidio untuk memperluas jangkauan pertandingan hingga mancanegara dan menarik sponsor. Rencana tersebut mendapat dukungan KONI Pusat. Ketua Umum KONI Pusat, Marciano Norman, meminta KBI melakukan evaluasi terhadap program sebelumnya dan memastikan pembinaan atlet berjalan secara bertahap dari level amatir menuju profesional. ""Persiapkan atlet-atlet yang masuk ke profesional itu adalah juara-juara di amatir. Sehingga mereka yang sudah jam terbangnya tinggi di kompetisi amatir bisa masuk ke profesional,"" kata Marciano. Marciano juga mengapresiasi kiprah kickboxing yang telah berkontribusi dalam perolehan medali Indonesia di SEA Games serta mencatatkan hasil positif pada kejuaraan di Tashkent. Sementara itu, Sekjen KONI Pusat TB Ade Lukman optimistis KBI dapat menjadi salah satu penyumbang medali emas Indonesia di ajang internasional. Menurutnya, cabang olahraga bela diri selama ini menjadi salah satu pilar penting dalam perolehan medali Indonesia pada multi-event seperti SEA Games. ""Kita yakin di bawah kepemimpinan Ketua Umum Pak Ngatino beserta jajaran juga akan menjadi bagian daripada kontributor medali-medali emas di event-event internasional,"" pungkasnya.","['urus', 'pusat', 'kickboxing', 'indonesia', 'pp', 'kbiperiode', 'pimpin', 'ngatino', 'resmi', 'lantik', 'gedung', 'koni', 'pusat', 'senayan', 'jakarta', 'rabu', 'lantik', 'momentum', 'kickboxing', 'indonesia', 'pp', 'kbi', 'target', 'bentuk', 'ekosistem', 'bina', 'integrasi', 'atlet', 'amatir', 'profesional', 'tingkat', 'prestasi', 'merah', 'putih', 'kancah', 'internasional', 'ngatino', 'percaya', 'pimpin', 'kbi', 'periode', 'tiga', 'sebut', 'amanah', 'dorong', 'evaluasi', 'benah', 'organisasi', 'percaya', 'pimpin', 'kickboxing', 'indonesia', 'periode', 'tiga', 'hormat', 'amanah', 'lalu', 'bahan', 'evaluasi', 'baik', 'benah', 'ngatino', 'terang', 'pers', 'scroll', 'to', 'continue', 'with', 'content', 'langkah', 'pp', 'kbi', 'gelar', 'juara', 'nasional', 'kejurnas', 'november', 'ganti', 'pon', 'bela', 'solo', 'tunda', 'ajang', 'kbi', 'gala', 'night', 'nyaring', 'atlet', 'baik', 'puluh', 'atlet', 'pilih', 'arah', 'jalur', 'profesional', 'kbi', 'rencana', 'jaring', 'atlet', 'lengkap', 'bina', 'atlet', 'hasil', 'seleksi', 'ekosistem', 'bina', 'amatir', 'pro', 'iring', 'siap', 'amatir', 'hasil', 'kejurnas', 'langsung', 'pro', 'depan', 'siap', 'pro', 'cari', 'bersamasama', 'siap', 'atlet', 'profesional', 'ngatino', 'bina', 'prestasi', 'kbi', 'kembang', 'kbi', 'pro', 'wadah', 'tanding', 'profesional', 'buka', 'peluang', 'atlet', 'hasil', 'prestasi', 'kbi', 'kerja', 'platform', 'streaming', 'vidio', 'luas', 'jangkau', 'tanding', 'mancanegara', 'tarik', 'sponsor', 'rencana', 'dukung', 'koni', 'pusat', 'ketua', 'koni', 'pusat', 'marciano', 'norman', 'kbi', 'evaluasi', 'program', 'bina', 'atlet', 'jalan', 'tahap', 'level', 'amatir', 'profesional', 'siap', 'atletatlet', 'masuk', 'profesional', 'juarajuara', 'amatir', 'jam', 'terbang', 'kompetisi', 'amatir', 'masuk', 'profesional', 'marciano', 'marciano', 'apresiasi', 'kiprah', 'kickboxing', 'kontribusi', 'oleh', 'medali', 'indonesia', 'sea', 'games', 'catat', 'hasil', 'positif', 'juara', 'tashkent', 'sekjen', 'koni', 'pusat', 'tb', 'ade', 'lukman', 'optimistis', 'kbi', 'salah', 'sumbang', 'medali', 'emas', 'indonesia', 'ajang', 'internasional', 'turut', 'cabang', 'olahraga', 'bela', 'salah', 'pilar', 'oleh', 'medali', 'indonesia', 'multievent', 'sea', 'games', 'pimpin', 'ketua', 'ngatino', 'serta', 'jajar', 'kontributor', 'medalimedali', 'emas', 'eventevent', 'internasional', 'pungkas']",Sport
"Lina Hisage, atlet tolak peluru asal Wamena, Papua Pegunungan, mulai menunjukkan perkembangan signifikan sejak bergabung dengan Papua Athletics Center (PAC) pada Januari 2024. Dalam kurun waktu kurang dari dua tahun, atlet berusia 18 tahun itu mampu meningkatkan catatan lemparannya hingga meraih juara sekaligus memecahkan rekor nasional. Lina mencatat prestasi di ajang ASEAN School Games. Pada 2024, dia meraih juara ketiga dengan tolakan sejauh 12,7 meter. Setahun kemudian, prestasinya meningkat dengan meraih juara pertama setelah mencatat tolakan 14,72 meter pada ASEAN School Games 2025 di Brunei Darussalam. Catatan tersebut sekaligus menjadi bagian dari perjalanan Lina dalam memecahkan rekor yang sebelumnya dia buat sendiri. Rekor pertamanya tercipta dalam ajang invitasi atletik di Jakarta pada 2025 dengan tolakan 13,3 meter. Catatan itu kemudian kembali diperbaiki menjadi 14,72 meter saat berlaga di Brunei. SCROLL TO CONTINUE WITH CONTENT ""Yang 2024 itu juara 3, 12,7 meter. Kalau yang 2025 ini juara 1, 14,72 meter,"" kata Lina di Mimika Sport Complex, Rabu (16/9/2026). Perkembangan tersebut tidak lepas dari rutinitas latihan yang dijalaninya setiap hari. Karena tetap harus mengikuti kegiatan sekolah, Lina biasanya menjalani latihan pada sore hari.   Materi latihan yang dijalaninya meliputi rotasi, penguatan, hingga latihan kecepatan. Rutinitas tersebut dijalani hampir setiap hari sebagai bagian dari persiapannya menghadapi berbagai kejuaraan. Di tengah rutinitas itu, Lina mengaku pernah mengalami kejenuhan. Untuk mengatasinya, dia biasanya menghabiskan waktu bersama teman-temannya di asrama, seperti berjalan-jalan atau sekadar berkumpul. ""Kalau jenuh biasanya duduk di tempat teman atau jalan-jalan, beli sesuatu, cerita bareng-bareng,"" ujarnya. Bagi Lina, dukungan keluarga menjadi salah satu alasan untuk terus meningkatkan performa. Dia selalu mengingat perjuangan orang tuanya yang selama ini mendukung perjalanannya sebagai atlet. ""Hasilnya saya selalu ingat orang tua saya karena mereka yang sudah berusaha untuk saya. Mereka juga selalu mendukung saya. Itu motivasi saya,"" tutur Lina. Menjadi atlet tolak peluru juga bukan sekadar aktivitas yang dijalani Lina. Dia menyebut atlet tolak peluru adalah cita-citanya. Salah satu sosok yang menjadi inspirasinya adalah atlet tolak peluru putri Amerika Serikat, yang saat ini memegang rekor dunia. Selama menjalani pembinaan di PAC, Lina juga mendapatkan dukungan fasilitas latihan yang menurutnya telah memenuhi kebutuhan atlet. ""Fasilitas sangat bagus dan sangat memadai karena semua peralatan yang kita butuhkan semua ada di sini,"" katanya. Program Latihan Terukur Pelatih tolak peluru PAC, Yeremias Kiriwaib mengatakan perkembangan Lina merupakan hasil dari program latihan yang disusun secara terukur. Materi latihan tidak dibuat secara sembarangan, melainkan melalui evaluasi dan koordinasi dengan tim teknis. ""Materi sehari-hari yang dikasih kami dapatkan dari hasil bongkar pasang dan juga koordinasi dengan tim teknis. Kami punya tim teknis khusus dari PB PASI, sehingga materi dan program latihan yang kami berikan secara harian terukur dan bisa dipertanggungjawabkan progresnya ke depan,"" kata Yeremias. Lina sebelumnya merupakan jebolan PPLP (Pusat Pendidikan dan Latihan Olahraga Pelajar Papua) di Jayapura. Potensinya kemudian membuat Lina dipanggil untuk bergabung dengan PAC pada awal 2024. Menurut Yeremias, kemampuan Lina berkembang karena mampu menyerap program latihan yang diberikan. Selain memiliki potensi, karakter Lina yang dinilai baik juga membantu proses pembinaan. ""Lina jebolan dari PPLP Jayapura di bawah asuhan Coach Tyo, karena mempunyai potensi dipanggil dan bergabung di sini di awal 2024. Kemudian saya latih, syukur anaknya punya karakter yang baik sehingga program yang kami susun dalam tim bisa dia serap dengan baik,"" ujarnya. Hasilnya terlihat dari catatan yang terus meningkat. Setelah memecahkan rekor pada ajang invitasi di Jakarta, Lina kembali memperbaiki catatannya saat tampil di ASEAN School Games di Brunei. Ke depan, Yeremias menargetkan Lina dan atlet lainnya, Elis, dapat terus memperbaiki catatan terbaik masing-masing. Khusus Lina, targetnya adalah kembali meningkatkan personal best pada nomor tolak peluru. ""Untuk Lina dan Elis memang ada target-target tertentu untuk kejuaraan dalam waktu dekat ini. Paling tidak mereka bisa memecahkan personal best mereka masing-masing,"" katanya. Untuk mencapai target tersebut, latihan dilakukan dengan berbagai variasi. Sesi latihan dimulai dengan pemanasan dan aktivasi yang berkaitan dengan pendukung teknik sebelum atlet masuk ke latihan teknik inti. Setelah latihan teknik, atlet kembali menjalani latihan beban yang kemudian dilanjutkan dengan penggunaan medicine ball. Mereka juga mendapatkan latihan penguatan otot inti yang mencakup bagian perut, pinggang, dan punggung. ""Jadi itu semua dilakukan tiap hari,"" kata Yeremias. Selain menjaga aspek fisik dan teknik, pelatih juga memperhatikan kondisi psikologis atlet selama menjalani rutinitas latihan. Yeremias mengatakan atlet diberikan ruang untuk beristirahat dan melakukan aktivitas lain ketika mulai mengalami kejenuhan. Menurut dia, aktivitas di luar latihan seperti berjalan-jalan, nongkrong, atau menonton film dapat membantu atlet mengurangi kebosanan sebelum kembali menjalani program latihan. ""Saya tidak mengekang mereka. Apabila saya lihat mereka sudah jenuh, saya arahkan, ayo nongkrong di situ. Atau ayo bioskop. Syukurnya mereka mengerti sehingga bisa mengurai kebosanan mereka di tengah-tengah sesi latihan,"" ujarnya. ","['lina', 'hisage', 'atlet', 'tolak', 'peluru', 'wamena', 'papua', 'gunung', 'kembang', 'signifikan', 'gabung', 'papua', 'athletics', 'center', 'pac', 'januari', 'kurun', 'atlet', 'usia', 'tingkat', 'catat', 'lempar', 'raih', 'juara', 'pecah', 'rekor', 'nasional', 'lina', 'catat', 'prestasi', 'ajang', 'asean', 'school', 'games', 'raih', 'juara', 'tiga', 'tolak', 'meter', 'tahun', 'prestasi', 'tingkat', 'raih', 'juara', 'catat', 'tolak', 'meter', 'asean', 'school', 'games', 'brunei', 'darussalam', 'catat', 'jalan', 'lina', 'pecah', 'rekor', 'rekor', 'pertama', 'cipta', 'ajang', 'invitasi', 'atletik', 'jakarta', 'tolak', 'meter', 'catat', 'baik', 'meter', 'laga', 'brunei', 'scroll', 'to', 'continue', 'with', 'content', 'juara', 'meter', 'juara', 'meter', 'lina', 'mimika', 'sport', 'complex', 'rabu', 'kembang', 'lepas', 'rutinitas', 'latih', 'jalan', 'ikut', 'giat', 'sekolah', 'lina', 'jalan', 'latih', 'sore', 'materi', 'latih', 'jalan', 'liput', 'rotasi', 'kuat', 'latih', 'cepat', 'rutinitas', 'jalan', 'siap', 'hadap', 'juara', 'rutinitas', 'lina', 'aku', 'alami', 'jenuh', 'atas', 'habis', 'temantemannya', 'asrama', 'berjalanjalan', 'kumpul', 'jenuh', 'duduk', 'teman', 'jalanjalan', 'beli', 'cerita', 'barengbareng', 'lina', 'dukung', 'keluarga', 'salah', 'alas', 'tingkat', 'performa', 'juang', 'orang', 'tua', 'dukung', 'jalan', 'atlet', 'hasil', 'orang', 'tua', 'usaha', 'dukung', 'motivasi', 'lina', 'atlet', 'tolak', 'peluru', 'aktivitas', 'jalan', 'lina', 'sebut', 'atlet', 'tolak', 'peluru', 'citacitanya', 'salah', 'sosok', 'inspirasi', 'atlet', 'tolak', 'peluru', 'putri', 'amerika', 'serikat', 'pegang', 'rekor', 'dunia', 'jalan', 'bina', 'pac', 'lina', 'dukung', 'fasilitas', 'latih', 'turut', 'penuh', 'butuh', 'atlet', 'fasilitas', 'bagus', 'pada', 'alat', 'butuh', 'program', 'latih', 'ukur', 'latih', 'tolak', 'peluru', 'pac', 'yeremias', 'kiriwaib', 'kembang', 'lina', 'hasil', 'program', 'latih', 'susun', 'ukur', 'materi', 'latih', 'sembarang', 'evaluasi', 'koordinasi', 'tim', 'teknis', 'materi', 'seharihari', 'kasih', 'dapat', 'hasil', 'bongkar', 'pasang', 'koordinasi', 'tim', 'teknis', 'tim', 'teknis', 'khusus', 'pb', 'pasi', 'materi', 'program', 'latih', 'hari', 'ukur', 'dipertanggungjawabkan', 'progres', 'yeremias', 'lina', 'jebol', 'pplp', 'pusat', 'didik', 'latih', 'olahraga', 'ajar', 'papua', 'jayapura', 'potensi', 'lina', 'panggil', 'gabung', 'pac', 'yeremias', 'mampu', 'lina', 'kembang', 'serap', 'program', 'latih', 'milik', 'potensi', 'karakter', 'lina', 'nilai', 'bantu', 'proses', 'bina', 'lina', 'jebol', 'pplp', 'jayapura', 'asuh', 'coach', 'tyo', 'potensi', 'panggil', 'gabung', 'latih', 'syukur', 'anak', 'karakter', 'program', 'susun', 'tim', 'serap', 'hasil', 'catat', 'tingkat', 'pecah', 'rekor', 'ajang', 'invitasi', 'jakarta', 'lina', 'baik', 'catat', 'tampil', 'asean', 'school', 'games', 'brunei', 'yeremias', 'target', 'lina', 'atlet', 'elis', 'baik', 'catat', 'baik', 'masingmasing', 'khusus', 'lina', 'target', 'tingkat', 'personal', 'best', 'nomor', 'tolak', 'peluru', 'lina', 'elis', 'targettarget', 'juara', 'pecah', 'personal', 'best', 'masingmasing', 'capai', 'target', 'latih', 'variasi', 'sesi', 'latih', 'panas', 'aktivasi', 'kait', 'dukung', 'teknik', 'atlet', 'masuk', 'latih', 'teknik', 'inti', 'latih', 'teknik', 'atlet', 'jalan', 'latih', 'beban', 'lanjut', 'guna', 'medicine', 'ball', 'latih', 'kuat', 'otot', 'inti', 'cakup', 'perut', 'pinggang', 'punggung', 'yeremias', 'jaga', 'aspek', 'fisik', 'teknik', 'latih', 'perhati', 'kondisi', 'psikologis', 'atlet', 'jalan', 'rutinitas', 'latih', 'yeremias', 'atlet', 'ruang', 'istirahat', 'aktivitas', 'alami', 'jenuh', 'aktivitas', 'latih', 'berjalanjalan', 'nongkrong', 'tonton', 'film', 'bantu', 'atlet', 'kurang', 'bosan', 'jalan', 'program', 'latih', 'ekang', 'lihat', 'jenuh', 'arah', 'ayo', 'nongkrong', 'situ', 'ayo', 'bioskop', 'syukur', 'erti', 'urai', 'bosan', 'tengahtengah', 'sesi', 'latih']",Sport
"Timnas Equestrian Indonesiasudah bertolak ke Jepang jelang bergulirnyaAsian Games 2026. Ada 12 atlet yang turun di sana untuk mendapatkan medali. Timnas Equestrian bertolak ke Aichi-Nagoya, Jepang, Senin (14/9) malam WIB kemarin. Sebelum keberangkatannya, para atlet mengikuti prosesi pelepasan yang dilakukan oleh perwakilan NOC Indonesia, Krisna Bayu di Terminal 3 bandara Soekarno-Hatta, Tangerang, Banten. Ke-12 atlet yang dibawa terbagi dalam 3 disiplin yakni : Dressage, Jumping dan Eventing. Dalam persiapannya menghadapi Asian Games 2026, seluruh atlet Equestrian Merah Putih telah melalui pemusatan latihan intensif selama kurang lebih 6 bulan di Jerman. SCROLL TO CONTINUE WITH CONTENT Berbekal latihan tersebut membuat tim Eventing yang di perkuat Steven Menayang, Fergi Tri Nur Fajar, Marcho Alexandro dan Muhamad Zaki, optimistis dapat memberikan hasil terbaik.  Sementara itu menurut tim Dressage atau Tunggang Serasi, proses adaptasi antara atlet dan kuda menjadi bagian penting sekaligus tantangan tersendiri. Tim dressage terdiri dari Dara Ningar Prameswari, Karen Herjawan, Audirania Amanda Putri dan Alfaro Manayang.Di hari yang sama, empat atlet dressage yang baru saja menuntaskan latihan di Jerman, yakni Dirga Wira Ramadhan Sahputra, Marco Hence Wowiling, Arserl Rizki Brayudha dan Brayen Nathan Brata-Coolen, juga berangkat menuju Negeri Sakura. Hal tersebut diungkapkan oleh Kellin Baquita sebagai Ketua Pembina NEPI sekaligus penanggung jawab program pelatihan para atlet, yang aktif mendampingi para atlet sejak masa persiapan hingga keberangkatan menuju Aichi-Nagoya. Setibanya di negri Sakura, seluruh atlet Equestrian Indonesia masih memiliki waktu beberapa hari untuk melakukan adaptasi dengan lingkungan dan cuaca setempat, sebelum memasuki masa perlombaan yang dimulai 19 September hingga 4 Oktober. ","['timnas', 'equestrian', 'indonesiasudah', 'tolak', 'jepang', 'jelang', 'bergulirnyaasian', 'games', 'atlet', 'turun', 'medali', 'timnas', 'equestrian', 'tolak', 'aichinagoya', 'jepang', 'senin', 'malam', 'wib', 'kemarin', 'berangkat', 'atlet', 'ikut', 'prosesi', 'lepas', 'wakil', 'noc', 'indonesia', 'krisna', 'bayu', 'terminal', 'bandara', 'soekarnohatta', 'tangerang', 'banten', 'atlet', 'bawa', 'bagi', 'disiplin', 'dressage', 'jumping', 'eventing', 'siap', 'hadap', 'asi', 'games', 'atlet', 'equestrian', 'merah', 'putih', 'pusat', 'latih', 'intensif', 'jerman', 'scroll', 'to', 'continue', 'with', 'content', 'bekal', 'latih', 'tim', 'eventing', 'kuat', 'steven', 'tayang', 'fergi', 'tri', 'nur', 'fajar', 'marcho', 'alexandro', 'muhamad', 'zaki', 'optimistis', 'hasil', 'baik', 'tim', 'dressage', 'tunggang', 'serasi', 'proses', 'adaptasi', 'atlet', 'kuda', 'tantang', 'sendiri', 'tim', 'dressage', 'dara', 'ningar', 'prameswari', 'karen', 'herjawan', 'audirania', 'amanda', 'putri', 'alfaro', 'manayangdi', 'atlet', 'dressage', 'tuntas', 'latih', 'jerman', 'dirga', 'wira', 'ramadhan', 'sahputra', 'marco', 'hence', 'wowiling', 'arserl', 'rizki', 'brayudha', 'brayen', 'nathan', 'bratacoolen', 'berangkat', 'negeri', 'sakura', 'kellin', 'baquita', 'ketua', 'bina', 'nepi', 'tanggung', 'program', 'latih', 'atlet', 'aktif', 'damping', 'atlet', 'siap', 'berangkat', 'aichinagoya', 'negri', 'sakura', 'atlet', 'equestrian', 'indonesia', 'milik', 'adaptasi', 'lingkung', 'cuaca', 'pasuk', 'lomba', 'september', 'oktober']",Sport
"Ciamis- Sebanyak 549 siswa dari 40 SD mengikuti lomba olahraga tradisional di Ciamis, Jawa Barat, dengan penuh semangat.","['ciamis', 'siswa', 'sd', 'ikut', 'lomba', 'olahraga', 'tradisional', 'ciamis', 'jawa', 'barat', 'penuh', 'semangat']",Sport
"Dalam dua seri terakhir MotoGP 2027, Marc Marquez sukses sapu bersih poin maksimal. Penampilan rider Ducati itu membuat pengamat MotoGP Carlo Pernat menyebutnya seperti makhluk dari Mars. Marquez menyapu bersih MotoGP San Marino di Misano. Ia meraih kemenangan pada Sprint Race dan balapan utama sehingga mengamankan 37 poin dalam satu akhir pekan. Hasil tersebut melanjutkan performa apik Marquez pada seri sebelumnya, ketika meraih 37 poin di MotoGP Aragon. Artinya, Marc mengumpulkan 74 poin maksimal dalam dua seri beruntun. SCROLL TO CONTINUE WITH CONTENT  Bagi Pernat, yang membuat Marquez berbeda bukan sekadar kecepatannya. Gaya balap rider asal Spanyol itu dinilai sudah berubah seiring bertambahnya usia dan pengalaman. Pernat menilai Marquez kini lebih mampu mengendalikan situasi balapan dibandingkan beberapa tahun lalu, tidak lagi terlalu sering mengambil risiko hingga berujung crash. Ia lebih baik dalam membaca kondisi dan mengelola balapan. ""Marquez adalah makhluk Mars. Bahkan seiring bertambahnya usia, dengan semua masalah yang pernah dia alami, dia mampu mengelola balapan dengan cara yang tidak bisa dilakukan pebalap lain,"" ucapnya seperti dilansirMotosan. ""Kita selalu bersulang untuk Marquez. Dalam beberapa Grand Prix terakhir, kita selalu bersulang untuknya, sekarang sudah dua kali berturut-turut. Jika dia adalah Marquez empat atau lima tahun lalu, saya akan mengatakan tidak ada yang seperti dia dalam hal cara dia membalap, meskipun terkadang dia terjatuh.""  ""Sekarang, gaya balapnya juga sudah berubah: dia tidak lagi terjatuh, dia mengelola situasi yang dihadapinya. Karena waktu terus berjalan, dia pernah mengalami masalah pada bahu, tetapi dia mampu mengatasi semuanya. Dan dia mengelolanya dengan sangat baik sampai-sampai, dalam tanda kutip, dia membuat pebalap lain terjatuh. Bukan karena dia mendorong mereka, tentu saja."" Pernyataan Pernat tersebut muncul setelah Marquez tampil dominan di Misano. Ia berhasil mengambil alih posisi terdepan setelah Marco Bezzecchi terjatuh dan kemudian menahan tekanan Jorge Martin sebelum meraih kemenangan. Marc Marquez kini berada di puncak klasemen MotoGP 2026 dengan 274 poin, sama dengan Jorge Martin tetapi unggul jumlah kemenangan. Kemenangan di Misano menjadi kemenangan GP kelimanya dalam tujuh balapan terakhir.","['seri', 'motogp', 'marc', 'marquez', 'sukses', 'sapu', 'bersih', 'poin', 'maksimal', 'tampil', 'rider', 'ducati', 'amat', 'motogp', 'carlo', 'pernat', 'sebut', 'makhluk', 'mars', 'marquez', 'sapu', 'bersih', 'motogp', 'san', 'marino', 'misano', 'raih', 'menang', 'sprint', 'race', 'balap', 'utama', 'aman', 'poin', 'pekan', 'hasil', 'lanjut', 'performa', 'apik', 'marquez', 'seri', 'raih', 'poin', 'motogp', 'aragon', 'marc', 'kumpul', 'poin', 'maksimal', 'seri', 'untun', 'scroll', 'to', 'continue', 'with', 'content', 'pernat', 'marquez', 'beda', 'cepat', 'gaya', 'balap', 'rider', 'spanyol', 'nilai', 'ubah', 'iring', 'tambah', 'usia', 'alam', 'pernat', 'nilai', 'marquez', 'kendali', 'situasi', 'balap', 'banding', 'ambil', 'risiko', 'ujung', 'crash', 'baca', 'kondisi', 'kelola', 'balap', 'marquez', 'makhluk', 'mars', 'iring', 'tambah', 'usia', 'alami', 'kelola', 'balap', 'balap', 'dilansirmotosan', 'sulang', 'marquez', 'grand', 'prix', 'sulang', 'untuk', 'kali', 'berturutturut', 'marquez', 'balap', 'terkadang', 'jatuh', 'gaya', 'balap', 'ubah', 'jatuh', 'kelola', 'situasi', 'hadap', 'jalan', 'alami', 'bahu', 'atas', 'kelola', 'sampaisampai', 'tanda', 'kutip', 'balap', 'jatuh', 'dorong', 'nyata', 'pernat', 'muncul', 'marquez', 'tampil', 'dominan', 'misano', 'hasil', 'ambil', 'alih', 'posisi', 'depan', 'marco', 'bezzecchi', 'jatuh', 'tahan', 'tekan', 'jorge', 'martin', 'raih', 'menang', 'marc', 'marquez', 'puncak', 'klasemen', 'motogp', 'poin', 'jorge', 'martin', 'unggul', 'menang', 'menang', 'misano', 'menang', 'gp', 'lima', 'tujuh', 'balap']",Sport
